Date,Open,High,Low,Close,Adj Close,Volume
21-04-2022,11.218,11.218,11.218,11.218,10.981633,0
22-04-2022,11.218,11.218,11.218,11.218,10.981633,0
25-04-2022,10.806,10.858,10.382,10.392,10.173037,15058588
26-04-2022,10.656,10.68,10.12,10.12,9.906768,14313567
27-04-2022,10.12,10.12,10.12,10.12,9.906768,0
28-04-2022,9.75,9.907,9.514,9.622,9.419261,15941470
29-04-2022,9.761,9.892,9.255,9.626,9.423177,23656422
02-05-2022,9.55,9.626,9.13,9.477,9.277316,13801078
03-05-2022,9.638,9.892,9.594,9.861,9.653225,15059589
04-05-2022,9.959,9.98,9.76,9.818,9.611131,10085502
05-05-2022,10.094,10.108,9.437,9.451,9.251864,15004649
06-05-2022,9.451,9.451,9.451,9.451,9.251864,0
09-05-2022,9.217,9.331,8.956,8.956,8.767294,12430646
10-05-2022,9.102,9.299,9.067,9.101,8.909239,10715650
11-05-2022,9.212,9.403,8.988,9.314,9.117751,13449301
12-05-2022,9.09,9.155,8.814,9.132,8.939586,15622882
13-05-2022,9.132,9.132,9.132,9.132,8.939586,0
16-05-2022,9.313,9.429,9.181,9.219,9.024753,9085840
17-05-2022,9.379,9.638,9.35,9.538,9.337031,12170287
18-05-2022,9.65,9.711,9.463,9.471,9.271442,9230090
19-05-2022,9.426,9.498,9.302,9.492,9.292,14035561
20-05-2022,9.53,9.573,9.294,9.362,9.362,12131184
23-05-2022,9.617,10.018,9.563,10.018,10.018,14551549
24-05-2022,9.884,10.314,9.88,10.084,10.084,14533165
25-05-2022,10.084,10.084,10.084,10.084,10.084,0
26-05-2022,10.238,10.432,10.2,10.414,10.414,7968466
27-05-2022,10.414,10.414,10.414,10.414,10.414,0
30-05-2022,10.414,10.414,10.414,10.414,10.414,0
31-05-2022,10.594,10.734,10.37,10.374,10.374,12743581
01-06-2022,10.516,10.554,10.242,10.288,10.288,9533794
02-06-2022,10.288,10.288,10.288,10.288,10.288,0
03-06-2022,10.288,10.288,10.288,10.288,10.288,0
06-06-2022,10.308,10.508,10.276,10.456,10.456,5754428
07-06-2022,10.358,10.46,10.216,10.336,10.336,7111395
08-06-2022,10.32,10.344,9.971,10.14,10.14,9335127
09-06-2022,10.112,10.186,9.946,10.014,10.014,9284551
10-06-2022,9.95,9.967,9.389,9.428,9.428,15495962
13-06-2022,9.36,9.362,9.133,9.25,9.25,11736567
14-06-2022,9.336,9.439,9.164,9.256,9.256,9114076
15-06-2022,9.369,9.551,9.309,9.496,9.496,10462663
16-06-2022,9.5,9.561,9.278,9.338,9.338,11018534
17-06-2022,9.4,9.56,9.314,9.401,9.401,21270123
20-06-2022,9.47,9.741,9.328,9.663,9.663,0
21-06-2022,9.7,9.902,9.662,9.709,9.709,8089711
22-06-2022,9.52,9.754,9.408,9.694,9.694,8483780
23-06-2022,9.73,9.793,8.512,8.512,8.512,28190370
24-06-2022,8.631,8.93,8.286,8.919,8.919,18868990
27-06-2022,8.964,9.149,8.749,8.89,8.89,10112593
28-06-2022,8.971,9.084,8.844,8.863,8.863,10200558
29-06-2022,8.71,8.796,8.56,8.571,8.571,10311991
30-06-2022,8.445,8.447,8.12,8.318,8.318,17462311
01-07-2022,8.182,8.269,7.93,8.053,8.053,16767255
04-07-2022,8.1,8.166,7.986,8.092,8.092,6573460
05-07-2022,8.163,8.177,7.644,7.763,7.763,14939788
06-07-2022,7.849,7.898,7.605,7.688,7.688,12809355
07-07-2022,7.8,8.019,7.785,7.983,7.983,11169777
08-07-2022,7.91,8.277,7.871,8.2,8.2,11786040
11-07-2022,7.986,8.074,7.845,7.87,7.87,9147874
12-07-2022,7.87,7.87,7.87,7.87,7.87,0
13-07-2022,7.849,7.896,7.646,7.778,7.778,8667029
14-07-2022,7.7,7.908,7.615,7.674,7.674,14089656
15-07-2022,7.622,7.854,7.525,7.799,7.799,12815063
18-07-2022,7.94,8.158,7.917,8.071,8.071,10890379
19-07-2022,8.004,8.506,7.988,8.432,8.432,10573499
20-07-2022,8.501,8.637,8.263,8.399,8.399,12759356
21-07-2022,8.32,8.674,8.251,8.46,8.46,15730355
22-07-2022,8.443,8.454,8.23,8.262,8.262,11210534
25-07-2022,8.253,8.458,8.24,8.351,8.351,8028501
26-07-2022,8.28,8.317,8.083,8.189,8.189,10356708
27-07-2022,8.3,8.316,7.816,8.055,8.055,20400279
28-07-2022,8.19,8.462,8.143,8.341,8.341,15054028
29-07-2022,8.462,8.605,8.414,8.526,8.526,9719546
01-08-2022,8.55,8.604,8.402,8.402,8.402,9197173
02-08-2022,8.368,8.466,8.277,8.41,8.41,6519488
03-08-2022,8.48,8.564,8.352,8.564,8.564,8039908
04-08-2022,8.61,8.792,8.546,8.626,8.626,9383881
05-08-2022,8.632,8.802,8.622,8.755,8.755,6658176
08-08-2022,8.81,8.896,8.672,8.799,8.799,6484202
09-08-2022,8.8,8.825,8.681,8.727,8.727,4778154
10-08-2022,8.693,8.868,8.664,8.829,8.829,7714471
11-08-2022,8.892,8.963,8.815,8.864,8.864,6173146
12-08-2022,8.95,9.13,8.916,9.061,9.061,8193539
15-08-2022,9.1,9.116,8.898,8.942,8.942,5628293
16-08-2022,8.983,9.092,8.947,8.964,8.964,5706031
17-08-2022,9.08,9.182,8.822,8.856,8.856,7844503
18-08-2022,8.81,8.955,8.773,8.868,8.868,6872297
19-08-2022,8.75,8.755,8.462,8.496,8.496,10849544
22-08-2022,8.402,8.461,8.271,8.387,8.387,7253829
23-08-2022,8.378,8.443,8.252,8.337,8.337,9556365
24-08-2022,8.32,8.365,8.175,8.359,8.359,7979604
25-08-2022,8.456,8.512,8.314,8.364,8.364,5371612
26-08-2022,8.392,8.515,8.17,8.171,8.171,6773632
29-08-2022,8.169,8.258,8.08,8.242,8.242,5951411
30-08-2022,8.232,8.561,8.226,8.392,8.392,9503694
31-08-2022,8.44,8.493,8.306,8.323,8.323,7873666
01-09-2022,8.28,8.308,8.07,8.13,8.13,8479512
02-09-2022,8.236,8.58,8.18,8.573,8.573,9938059
05-09-2022,8.266,8.28,8.04,8.181,8.181,11197994
06-09-2022,8.236,8.44,8.218,8.358,8.358,9194142
07-09-2022,8.264,8.34,8.028,8.195,8.195,11249328
08-09-2022,8.28,8.718,8.272,8.65,8.65,18432601
09-09-2022,8.71,8.978,8.706,8.932,8.932,12474008
12-09-2022,9.01,9.278,9.01,9.216,9.216,12116664
13-09-2022,9.221,9.291,8.934,9.024,9.024,11060750
14-09-2022,8.996,9.144,8.916,9.02,9.02,9076547
15-09-2022,9.05,9.299,9.05,9.232,9.232,13949593
16-09-2022,9.118,9.154,8.978,9.069,9.069,20538411
19-09-2022,9.042,9.145,8.942,9.095,9.095,7241546
20-09-2022,9.156,9.283,8.97,8.982,8.982,8392094
21-09-2022,8.863,8.91,8.712,8.819,8.819,9398940
22-09-2022,8.692,9.324,8.656,9.033,9.033,16358469
23-09-2022,9.04,9.04,8.601,8.632,8.632,15245531
26-09-2022,8.512,8.648,8.446,8.491,8.491,9090399
27-09-2022,8.519,8.587,8.128,8.128,8.128,15219822
28-09-2022,8.001,8.019,7.476,7.854,7.854,24709992
29-09-2022,7.776,7.81,7.461,7.594,7.594,13505184
30-09-2022,7.615,7.734,7.517,7.646,7.646,10709219
03-10-2022,7.456,7.687,7.249,7.63,7.63,13941136
04-10-2022,7.705,8.07,7.676,8.07,8.07,12496377
05-10-2022,8.127,8.14,7.901,7.934,7.934,10868838
06-10-2022,7.981,8.051,7.848,7.867,7.867,8334226
07-10-2022,7.84,7.99,7.766,7.822,7.822,7882187
10-10-2022,7.765,8.145,7.756,7.964,7.964,10330624
11-10-2022,7.897,7.897,7.687,7.778,7.778,10278114
12-10-2022,7.756,7.826,7.596,7.788,7.788,9289863
13-10-2022,7.789,8.433,7.737,8.36,8.36,18140608
14-10-2022,8.584,8.807,8.476,8.611,8.611,20234820
17-10-2022,8.643,8.72,8.498,8.63,8.63,11973260
18-10-2022,8.663,8.984,8.648,8.853,8.853,13475346
19-10-2022,8.88,9.012,8.812,8.887,8.887,11245593
20-10-2022,8.85,8.96,8.778,8.929,8.929,5764132
21-10-2022,8.854,8.932,8.713,8.896,8.896,15737461
24-10-2022,9,9.258,8.925,9.117,9.117,10989972
25-10-2022,9.2,9.266,9.107,9.266,9.266,10904268
26-10-2022,9.413,9.488,9.07,9.377,9.377,14405725
27-10-2022,9.35,9.91,9.35,9.856,9.856,20602859
28-10-2022,9.74,9.893,9.696,9.826,9.826,9506676
31-10-2022,9.85,9.892,9.635,9.66,9.66,10031583
01-11-2022,9.724,9.863,9.706,9.728,9.728,7278279
02-11-2022,9.779,9.868,9.738,9.793,9.793,6777249
03-11-2022,9.815,9.841,9.586,9.669,9.669,6467970
04-11-2022,9.739,9.846,9.614,9.726,9.726,9840712
07-11-2022,9.661,9.907,9.645,9.766,9.766,7553470
08-11-2022,9.759,9.871,9.731,9.871,9.871,6350854
09-11-2022,9.872,9.946,9.593,9.693,9.693,10202874
10-11-2022,9.658,10.028,9.611,9.964,9.964,12473082
11-11-2022,10.06,10.318,10.01,10.218,10.218,14581534
14-11-2022,10.214,10.346,10.126,10.178,10.178,7329376
15-11-2022,10.162,10.428,10.162,10.316,10.316,10517381
16-11-2022,10.264,10.32,10.116,10.134,10.134,8055010
17-11-2022,10.162,10.21,9.946,10.1,10.1,5452795
18-11-2022,10.148,10.212,10.1,10.212,10.212,13274434
21-11-2022,10.15,10.28,10.15,10.218,10.218,6870303
22-11-2022,10.192,10.236,10.13,10.168,10.168,5604590
23-11-2022,10.212,10.246,10.174,10.226,10.226,6322090
24-11-2022,10.248,10.416,10.244,10.37,10.37,5644328
25-11-2022,10.5,10.616,10.33,10.39,10.39,7963727
28-11-2022,10.302,10.348,10.206,10.206,10.206,5924357
29-11-2022,10.282,10.288,10.094,10.21,10.21,4868105
30-11-2022,10.25,10.298,10.064,10.122,10.122,8038077
01-12-2022,10.182,10.214,9.905,9.905,9.905,9702468
02-12-2022,9.901,10.05,9.832,10.024,10.024,6972588
05-12-2022,10.18,10.298,10.136,10.15,10.15,8574648
06-12-2022,10.14,10.178,9.993,10.072,10.072,7514624
07-12-2022,10.012,10.084,9.937,9.966,9.966,6879955
08-12-2022,9.964,10.082,9.923,10.022,10.022,5573833
09-12-2022,10.05,10.146,9.934,10.14,10.14,6945486
12-12-2022,10.086,10.144,9.944,10.01,10.01,4997210
13-12-2022,10.084,10.294,10.048,10.248,10.248,8755542
14-12-2022,10.26,10.286,10.078,10.086,10.086,6248735
15-12-2022,10,10.038,9.679,9.713,9.713,13152769
16-12-2022,9.7,9.94,9.689,9.905,9.905,18360826
19-12-2022,9.9,10.034,9.886,9.938,9.938,5155022
20-12-2022,9.868,10.508,9.858,10.508,10.508,14956743
21-12-2022,10.552,10.714,10.326,10.644,10.644,8155800
22-12-2022,10.682,10.788,10.61,10.636,10.636,7529879
23-12-2022,10.672,10.728,10.608,10.706,10.706,3388365
27-12-2022,10.75,10.786,10.672,10.71,10.71,3160258
28-12-2022,10.744,10.744,10.594,10.63,10.63,3598372
29-12-2022,10.59,10.722,10.558,10.704,10.704,3979910
30-12-2022,10.67,10.68,10.588,10.588,10.588,3179716
02-01-2023,10.64,10.996,10.64,10.942,10.942,5904673
03-01-2023,10.9,11.138,10.87,11.112,11.112,8306776
04-01-2023,11.11,11.74,11.1,11.698,11.698,14036108
05-01-2023,11.706,11.71,11.424,11.494,11.494,10433214
06-01-2023,11.498,11.624,11.362,11.596,11.596,9616404
09-01-2023,11.602,11.764,11.588,11.714,11.714,8536936
10-01-2023,11.634,11.708,11.542,11.656,11.656,6334552
11-01-2023,11.724,11.812,11.61,11.698,11.698,7080438
12-01-2023,11.76,11.878,11.702,11.756,11.756,7619292
13-01-2023,11.8,11.828,11.514,11.69,11.69,9428713
16-01-2023,11.766,11.906,11.75,11.802,11.802,6139378
17-01-2023,11.802,12.056,11.784,11.938,11.938,9266647
18-01-2023,11.9,12.024,11.884,11.996,11.996,8855482
19-01-2023,11.832,11.994,11.63,11.754,11.754,9530764
20-01-2023,11.84,12.086,11.832,11.982,11.982,8561500
20-12-2021,10.68,10.826,10.494,10.712,10.486294,7869924
21-12-2021,10.87,11.04,10.778,10.968,10.7369,6849378
22-12-2021,10.962,11.004,10.86,10.996,10.764311,4817389
23-12-2021,11.022,11.228,11.022,11.192,10.956181,6767967
27-12-2021,11.08,11.242,11.014,11.224,10.987506,3850776
28-12-2021,11.222,11.334,11.204,11.274,11.036453,4022275
29-12-2021,11.258,11.308,11.066,11.112,10.877867,4457001
30-12-2021,11.062,11.092,11.008,11.018,10.785847,3424399
03-01-2022,11.066,11.378,11.02,11.348,11.108893,8813113
04-01-2022,11.374,11.744,11.35,11.692,11.445645,13350463
05-01-2022,11.716,11.956,11.602,11.85,11.600317,10367648
06-01-2022,11.748,12.252,11.7,12.15,11.893994,14599870
07-01-2022,12.33,12.482,12.126,12.366,12.105444,13200588
10-01-2022,12.48,12.564,12.33,12.374,12.113275,10011119
11-01-2022,12.15,12.416,12.09,12.314,12.05454,11994824
12-01-2022,12.41,12.444,12.184,12.224,11.966435,10424643
13-01-2022,12.18,12.266,11.91,12.2,11.942942,12039618
14-01-2022,12.074,12.19,11.774,11.954,11.702126,13552725
17-01-2022,12.07,12.132,11.984,12.018,11.764776,4959428
18-01-2022,11.886,12.162,11.854,11.926,11.674714,8904835
19-01-2022,11.872,11.962,11.72,11.784,11.535707,10312033
20-01-2022,11.72,11.85,11.6,11.676,11.429982,7580793
04-01-2010,38.837593,39.513367,38.717197,39.474529,32.229897,4425924
05-01-2010,39.381317,40.484306,39.358017,40.111465,32.749943,5950810
06-01-2010,39.909512,40.297886,39.03178,39.69202,32.407471,5818935
07-01-2010,39.381317,40.088161,39.210434,39.870674,32.553341,4506202
08-01-2010,40.740635,41.595062,40.66296,41.3232,33.739288,10753806
11-01-2010,41.828087,41.866924,40.709564,40.826077,33.333401,5666145
12-01-2010,40.554214,40.709564,39.653183,39.769695,32.470894,6411657
13-01-2010,38.783218,39.358017,38.651173,39.101688,31.925488,8502052
14-01-2010,39.614346,39.730858,39.024014,39.117226,31.938168,5396259
15-01-2010,39.334713,39.536671,37.474392,37.672466,30.75856,14482175
18-01-2010,37.983166,38.068607,37.361763,37.882187,30.929789,4486761
19-01-2010,37.796745,38.50359,37.105434,38.223961,31.208843,7437533
20-01-2010,37.843349,38.437565,37.276321,37.439442,30.568302,7971553
21-01-2010,37.831699,38.099678,36.507336,36.507336,29.807264,10591499
22-01-2010,35.730583,35.804379,33.827541,34.977135,28.557894,22867034
25-01-2010,34.643131,35.885937,34.57711,34.953835,28.538874,9829120
26-01-2010,34.285828,34.763531,33.982895,34.56934,28.224939,10118627
27-01-2010,33.986778,34.332432,33.439167,34.134361,27.869793,10206552
28-01-2010,34.860622,35.37328,33.982895,33.982895,27.746124,11775262
29-01-2010,34.09164,35.249001,34.017841,34.468365,28.142494,10335730
01-02-2010,34.332432,35.699516,34.219803,35.462605,28.954269,9616938
02-02-2010,35.575233,36.670456,35.280067,36.235474,29.585295,9696956
03-02-2010,36.507336,36.662689,35.586887,35.586887,29.055742,9490549
04-02-2010,34.922764,36.289848,34.08387,34.08387,27.828568,17177517
05-02-2010,33.827541,34.837322,32.864372,33.544029,27.387798,18789874
08-02-2010,33.982895,34.324665,33.054676,33.478004,27.333893,11440187
09-02-2010,33.501308,35.012089,33.322655,34.429527,28.110792,12920213
10-02-2010,35.031509,35.866516,34.88781,35.482025,28.970123,11860682
11-02-2010,35.730583,35.897587,34.215919,34.716923,28.345442,9667573
12-02-2010,34.775181,35.109184,33.784821,34.204269,27.92687,7688743
15-02-2010,34.215919,34.627598,34.114941,34.281937,27.990284,3127825
16-02-2010,35.264534,35.730583,34.883926,35.551933,29.027205,9369123
17-02-2010,36.274311,36.903481,36.06459,36.301498,29.639204,9509510
18-02-2010,35.936424,37.198647,35.69175,36.748131,30.003866,8906411
19-02-2010,35.963612,37.260788,35.835438,37.214184,30.38438,8510765
22-02-2010,37.268555,37.412254,36.84911,37.105434,30.295593,5413267
23-02-2010,37.284088,37.361763,35.54805,35.878166,29.293562,8778710
24-02-2010,35.590771,36.38694,35.501446,36.150032,29.515532,6767518
25-02-2010,35.575233,36.499569,35.190742,35.419884,28.919388,5996216
26-02-2010,35.730583,36.38694,35.575233,36.223816,29.575773,6917024
01-03-2010,36.786968,37.093784,36.301498,36.973389,30.187786,5778837
02-03-2010,36.988922,37.513222,36.600548,37.385067,30.523912,5436033
03-03-2010,37.012226,38.060841,36.934551,38.060841,31.075661,7179610
04-03-2010,37.641396,39.03178,37.552071,38.604568,31.519606,10233004
05-03-2010,38.643406,39.575508,38.604568,39.575508,32.312344,8586451
08-03-2010,39.614346,39.839603,39.303642,39.653183,32.375763,6314706
09-03-2010,39.521133,39.824066,38.961872,39.824066,32.515289,5865991
10-03-2010,39.785229,40.515377,39.544437,40.429935,33.00996,7131657
11-03-2010,40.103699,40.732868,40.064861,40.561981,33.117771,6289756
12-03-2010,40.763939,41.843624,40.66296,41.074638,33.536346,9153144
15-03-2010,40.763939,41.222221,39.521133,40.81831,33.327057,7692823
16-03-2010,40.895985,41.944599,40.895985,41.866924,34.183228,7088916
17-03-2010,42.255302,42.643677,42.16209,42.604839,34.785713,7629611
18-03-2010,42.099953,42.50386,41.874695,42.037811,34.322746,6527195
19-03-2010,42.177628,42.721352,41.765945,41.95237,34.252995,12502929
22-03-2010,41.563992,41.882462,40.965893,41.866924,34.183228,6002869
23-03-2010,41.936832,42.496094,41.82032,42.410652,34.627171,4819826
24-03-2010,42.527164,43.10973,42.037811,43.078659,35.172573,9980668
25-03-2010,42.884472,44.577789,42.806793,44.523418,36.35218,9329371
26-03-2010,44.236019,45.222492,44.197182,44.95063,36.700985,9001012
29-03-2010,45.206959,45.377846,44.399136,44.935097,36.688305,5458711
30-03-2010,45.455521,45.913803,44.709839,45.08268,36.808804,6811569
31-03-2010,44.834118,45.005005,43.583546,44.298161,36.168262,7769675
01-04-2010,44.469044,45.129284,44.399136,45.129284,36.846851,4494688
06-04-2010,45.401146,45.471054,44.47681,45.160355,36.872219,5944763
07-04-2010,45.051609,45.160355,44.29039,44.469044,36.307781,5574802
08-04-2010,44.041828,44.119507,42.783493,43.715595,35.692612,8270007
09-04-2010,44.298161,45.113747,44.142807,45.113747,36.834171,6148950
12-04-2010,45.478821,45.952641,45.168121,45.2924,36.98003,6062121
13-04-2010,44.927326,45.245796,44.63216,44.888489,36.650253,4958575
14-04-2010,45.230263,46.558506,44.896255,46.294411,37.798149,9658758
15-04-2010,46.410923,47.032326,45.944874,46.900276,38.29282,7058651
16-04-2010,46.356552,46.60511,43.156334,43.490337,35.508698,20441078
19-04-2010,42.138786,43.303917,41.455246,42.379581,34.601795,20874621
20-04-2010,42.915539,43.544708,42.752422,43.29615,35.350155,11156951
21-04-2010,43.498104,43.591312,42.682514,42.969913,35.083786,9017924
22-04-2010,42.457256,43.008751,41.610596,41.913528,34.221283,10004335
23-04-2010,41.400875,42.037811,41.035801,41.765945,34.10078,9817917
26-04-2010,42.138786,43.055355,41.991203,42.993214,35.102806,8330751
27-04-2010,43.544708,43.692291,40.84938,40.84938,33.352425,14297837
28-04-2010,40.546448,41.416409,39.334713,40.577518,33.130463,19099231
29-04-2010,41.113476,41.944599,40.523144,41.509621,33.891491,8288550
30-04-2010,41.835854,42.231998,39.653183,40.593052,33.143143,13230230
03-05-2010,40.437702,40.981426,40.00272,40.709564,33.59322,5137302
04-05-2010,40.624123,40.919289,38.992943,39.210434,32.356152,13282882
05-05-2010,38.985176,39.303642,37.478275,38.662823,31.904268,17850210
06-05-2010,37.998699,38.930801,36.53064,37.02776,30.555025,17816895
07-05-2010,35.885937,37.567604,34.953835,35.575233,29.356411,26409182
10-05-2010,38.433681,40.569752,37.955978,40.150303,33.131725,27325795
11-05-2010,38.915268,39.668716,38.472519,39.668716,32.734322,11136203
12-05-2010,39.303642,40.84938,38.923035,40.111465,33.099678,13105853
13-05-2010,39.994953,40.305653,39.280342,39.5056,32.599724,7157859
14-05-2010,39.225967,39.233734,37.396717,37.866653,31.247271,13168968
17-05-2010,37.656929,39.280342,37.381184,38.157936,31.487637,11161133
18-05-2010,39.062851,39.210434,38.507473,38.713314,31.945932,7654269
19-05-2010,37.944328,38.488056,37.291859,37.594791,31.022934,11642638
20-05-2010,37.944328,38.379311,35.944191,37.272438,30.756939,12271980
21-05-2010,37.012226,37.334579,35.843212,37.276321,30.760138,13971000
24-05-2010,37.788979,37.909374,36.449081,36.919018,30.465292,5509496
25-05-2010,35.726704,36.324802,35.198509,36.188869,29.86278,11649080
26-05-2010,37.051064,37.284088,36.340336,36.666573,30.256973,12342883
27-05-2010,36.926785,38.445332,36.51899,38.34824,31.644678,34047208
28-05-2010,38.604568,38.608452,37.462742,37.653038,31.550293,7229419
31-05-2010,37.594791,37.987049,37.486046,37.590904,31.49823,2128236
01-06-2010,37.206413,37.625858,36.289848,37.388943,31.329006,6411042
02-06-2010,37.043297,37.319035,36.445198,37.175343,31.150026,5271983
03-06-2010,38.060841,38.231728,37.594791,37.614208,31.517761,5759926
04-06-2010,37.967632,38.165695,36.029629,36.53064,30.609818,9840088
07-06-2010,35.730583,36.569477,35.567467,36.041286,30.199774,7207452
08-06-2010,36.118961,36.340336,35.342209,35.878166,30.063091,8017596
09-06-2010,36.150032,36.786968,35.590771,36.647152,30.707441,7164281
10-06-2010,35.866516,37.117088,35.342209,36.876286,30.899437,9671676
11-06-2010,36.973389,37.738487,36.600548,37.295738,31.250904,7981677
14-06-2010,37.866653,38.227844,37.598675,37.711304,31.599119,5057367
15-06-2010,37.3773,38.678352,37.361763,38.480286,32.243465,6201307
16-06-2010,38.837593,38.954105,38.286098,38.779339,32.494045,6203839
17-06-2010,38.69001,39.420158,38.581264,39.101688,32.764153,5646539
18-06-2010,39.016247,39.358017,38.557961,39.171597,32.822723,26516040
21-06-2010,39.676483,39.800766,38.907501,39.101688,32.764153,4526386
22-06-2010,38.837593,38.992943,38.126865,38.600685,32.344349,5578258
23-06-2010,37.812279,38.488056,37.016109,37.889957,31.748816,5827299
24-06-2010,38.17347,38.21619,36.829689,37.03553,31.032871,6517594
25-06-2010,37.163692,37.746258,36.398594,36.585011,30.655369,6849043
28-06-2010,37.284088,37.509346,36.662689,37.287971,31.244394,5012345
29-06-2010,36.507336,36.736469,35.730583,35.730583,29.939426,8861916
30-06-2010,36.118961,36.841339,35.753887,36.274311,30.395027,7588750
01-07-2010,35.730583,35.885937,34.650902,34.953835,29.288576,12583404
02-07-2010,35.614075,35.854866,34.996555,34.996555,29.324371,6478740
05-07-2010,35.233463,35.311138,34.681969,34.856739,29.207216,3187974
06-07-2010,35.113068,36.010216,34.775181,35.536396,29.776716,7366286
07-07-2010,35.214046,37.016109,34.938297,36.868526,30.892937,9563266
08-07-2010,37.284088,38.332703,37.167576,38.072491,31.90176,9191112
09-07-2010,38.441448,38.655056,37.734604,38.255028,32.054714,5042566
12-07-2010,38.293865,38.542427,37.559837,38.060841,31.891998,4316728
13-07-2010,38.255028,39.132759,38.060841,39.132759,32.790188,5365105
14-07-2010,39.412388,39.458996,38.643406,39.179363,32.829235,5067485
15-07-2010,38.721081,39.062851,37.990932,38.189007,31.999393,6628169
16-07-2010,38.223961,38.359882,36.658806,37.023876,31.023104,8287010
19-07-2010,36.911247,37.206413,36.297615,36.511223,30.593544,7261200
20-07-2010,36.895714,37.093784,35.808262,36.771435,30.811584,6466857
21-07-2010,37.183109,37.458851,36.895714,37.070477,31.062153,5342748
22-07-2010,36.84911,38.837593,36.740364,38.596802,32.341095,7544356
23-07-2010,38.581264,38.954105,37.944328,38.643406,32.380146,6139018
26-07-2010,38.860893,39.132759,37.501579,39.132759,32.790188,6052952
